None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital,cash_flow_yield,dividend_yield,book_price,earings_yield,fcfev,fcfmargin,earings_yield_z
805,CEG,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-07,-1800000000,46534000000,46520250000.0,7550000000.0,38984000000.0,0.567,35.077,-2225000000.0,317000000,317000000,24845000000.0,761000000.0,1.469,3.063,7201000000,1045000000.0,6156000000.0,7201000000,0,2439000000.0,0,0.008,0.846,1590000000.0,4029000000.0,0.153,4029000000.0,1590000000.0,1241000000.0,2.39,2.38,2.39,11365000000,11016500000.0,11365000000,39409781706.0,25.0,9.782,-7054000000.0,-21.772,1.0,1550000000.0,0.059,0,349000000.0,48280000000,45498250000.0,1387000000,3447000000,1733000000.0,1714000000.0,34813000000,5138000000.0,29675000000.0,32525781706.0,-628000000.0,4815000000.0,-499000000.0,2360000000.0,-92000000.0,1627000000.0,2574000000.0,0.0,-4829000000.0,0.0,775000000.0,775000000.0,775000000.0,0.0,-14000000.0,0.029,1063000000.0,487000000.0,1247000000,0.354,2.862,41.969,42.318,20239000000,0.0,101.14,1.232,1.241,1935000000,1153000000.0,26395000000.0,26395000000.0,0.0,0.017,0.07,0.035,0.06,0.0,0.0,1.0,321591672,324000000,325000000.0,81.466,46534000000,43000000,466000000.0,3203000000,143.623,2412000000.0,-0.148466839126243,0.008364643069013248,0.34941512252428075,0.023630611034210006,-0.1789910954753158,-0.21526596796519673,-0.25701817294790846
807,CE,ART,2023-06-30,2023-08-08,2023-06-30,2023-08-08,-702000000,25649000000,24837000000.0,6252000000.0,19397000000.0,0.415,51.65,-591000000.0,1296000000,1296000000,8050000000.0,1276000000.0,1.594,3.478,14743000000,1507000000.0,13236000000.0,14743000000,0,624000000.0,0,0.022,2.8,1263000000.0,1887000000.0,0.183,1887000000.0,1263000000.0,577000000.0,11.7,11.61,11.7,5624000000,5468000000.0,5624000000,27089449485.0,21.0,14.356,1083000000.0,9.946,1.0,2247000000.0,0.218,11070000000,686000000.0,24104000000,23266250000.0,2514000000,1028000000,0.0,1028000000.0,19561000000,3922000000.0,15639000000.0,13642449485.0,513000000.0,-10534000000.0,0.0,10440000000.0,-302000000.0,10028000000.0,-11197000000.0,0.0,1674000000.0,8000000.0,1269000000.0,1269000000.0,1269000000.0,0.0,7000000.0,0.123,1319000000.0,928000000.0,1243000000,0.239,2.426,10.751,10.712,5944000000,0.0,125.33,1.325,1.325,1963000000,11433000000.0,10297000000.0,10297000000.0,144000000.0,0.051,0.232,0.054,0.123,61000000.0,1012000000.0,1.0,108852226,108886678,109306331.0,94.566,14579000000,832000000,-692000000.0,1512000000,133.891,2330000000.0,0.12270523719663236,0.022341019707970956,0.412242684584146,0.09335354663687864,0.03997866404039255,0.07935849357695683,0.7481748075005249
809,CDW,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-124800000,12985900000,13090275000.0,6488000000.0,6497900000.0,1.71,11.985,-135500000.0,203900000,203900000,17697800000.0,1077700000.0,1.298,7.05,5936800000,42200000.0,5894600000.0,5936800000,442100000,284700000.0,0,0.012,2.27,1667800000.0,1952500000.0,0.087,1952500000.0,1667800000.0,1429900000.0,7.97,7.86,7.97,1613200000,1527850000.0,1613200000,32140327041.0,19.0,16.461,1032900000.0,7.674,1.0,4685200000.0,0.209,5852800000,237900000.0,7868700000,8019075000.0,789800000,0,0.0,0.0,11372700000,4997300000.0,6375400000.0,26407427041.0,-337700000.0,-84200000.0,-360500000.0,-836200000.0,-306900000.0,-1286700000.0,-219700000.0,0.0,1168400000.0,300000.0,1077700000.0,1077700000.0,1077700000.0,0.0,0.0,0.048,3004700000.0,1680500000.0,3483000000,0.285,16.37,24.504,24.718,331600000,0.0,197.0,1.18,1.185,5015200000,-1862800000.0,22383000000.0,22383000000.0,0.0,0.082,0.705,0.208,0.075,92100000.0,3004700000.0,1.0,134047853,134600000,136100000.0,166.293,7133100000,0,352200000.0,259200000,52.995,1490700000.0,0.044245128394597086,0.01152284263959391,0.061088874637250955,0.04045685279187817,0.03213719632293645,0.038954314720812185,-0.014434868674515537
811,CDNS,ART,2023-06-30,2023-07-24,2023-06-30,2023-07-24,-90510000,5155124000,5107975250.0,1643050000.0,3512074000.0,0.744,10.783,-127668000.0,873925000,873925000,402445000.0,889621000.0,1.373,0.772,648551000,0.0,648551000.0,648551000,782946000,132887000.0,0,0.0,0.0,1115390000.0,1248277000.0,0.328,1248277000.0,1115390000.0,1082708000.0,3.3,3.26,3.3,2908455000,2825643000.0,2908455000,65349399300.0,59.0,52.352,1134248000.0,4.205,1.0,3398255000.0,0.894,1769514000,32682000.0,1963936000,1925706750.0,139576000,0,0.0,0.0,2246669000,1196300000.0,1050369000.0,65574773300.0,-155619000.0,-644164000.0,-767552000.0,299575000.0,0.0,-595285000.0,-799423000.0,-27341000.0,1261916000.0,-22827000.0,889621000.0,889621000.0,889621000.0,0.0,0.0,0.234,2304595000.0,1093660000.0,510007000,0.0,22.546,73.711,73.112,370193000,0.0,241.27,17.253,17.122,440915000,4358164000.0,3800700000.0,3800700000.0,1378763000.0,0.174,0.315,0.579,0.293,297596000.0,908363000.0,1.0,271790000,269714000,272996000.0,14.092,3385610000,872151000,193087000.0,0,12.553,446750000.0,0.019243924706027156,0.0,0.04435326046334955,0.013677622580511459,0.01735667063736881,0.017428606954863844,-0.40051003888361586
813,CDAY,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-28,-472200000,8118800000,8525975000.0,5067200000.0,3051600000.0,0.163,14.442,-108800000.0,487400000,487400000,817900000.0,-13200000.0,1.101,2.624,1249300000,14900000.0,1234400000.0,1249300000,43500000,91900000.0,0,0.0,0.0,62900000.0,154800000.0,0.112,154800000.0,62900000.0,28500000.0,-0.09,-0.09,-0.09,2240200000,2148750000.0,2240200000,11187940984.0,178.0,72.274,78100000.0,0.503,1.0,570300000.0,0.411,2555800000,34400000.0,1720700000,1680275000.0,0,0,0.0,0.0,5878600000,4604200000.0,1274400000.0,10426040984.0,-950900000.0,0.0,48300000.0,-8300000.0,0.0,-1058300000.0,-75300000.0,34500000.0,186900000.0,-4200000.0,-13200000.0,-13200000.0,-13200000.0,0.0,0.0,-0.01,502900000.0,67400000.0,65300000,0.0,4.654,-789.852,-744.444,219900000,0.0,67.0,7.51,7.487,205300000,-359600000.0,1388200000.0,1388200000.0,0.0,-0.002,-0.006,0.037,0.045,152200000.0,502900000.0,1.0,155612552,155121846,157554160.0,8.949,5563000000,0,41700000.0,0,35.862,463000000.0,0.01792626753403524,0.0,0.21486583483010027,-0.0013432835820895521,0.00698073042320224,0.007507462686567165,-0.6170658867421395
815,CCL,ART,2023-06-30,2023-06-28,2023-05-31,2023-06-28,-1903000000,51873000000,51869500000.0,6206000000.0,45667000000.0,0.337,4.491,-3221000000.0,4486000000,4486000000,13381000000.0,-3468000000.0,0.524,7.845,35079000000,1950000000.0,33129000000.0,35079000000,0,2480000000.0,6892000000,0.0,0.0,-1497000000.0,983000000.0,0.056,983000000.0,-1497000000.0,-3448000000.0,-2.79,-2.79,-2.79,5865000000,6869750000.0,5865000000,53174985364.0,-36.0,54.095,-2157000000.0,-1.652,1.0,4106000000.0,0.235,1742000000,1951000000.0,68889000000,68423250000.0,438000000,0,0.0,0.0,46008000000,11835000000.0,34173000000.0,22581985364.0,-2582000000.0,-1000000.0,1158000000.0,-1595000000.0,0.0,-438000000.0,-3169000000.0,151000000.0,1064000000.0,-38000000.0,-3468000000.0,-3468000000.0,-3468000000.0,0.0,0.0,-0.198,5574000000.0,-1468000000.0,1042000000,0.0,3.85,-6.512,-6.197,40894000000,0.0,17.29,1.291,1.291,449000000,-841000000.0,17487000000.0,17487000000.0,0.0,-0.067,-0.505,-0.022,-0.086,78000000.0,2814000000.0,1.0,1306072028,1306072028,,13.389,50131000000,0,20000000.0,0,38.383,-5629000000.0,0.04711720350754541,0.0,0.2597202994095431,-0.16136495083863506,-0.04056418605918998,-0.09554655870445344,-2.92409233730051
816,CCI,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-5000000,39042000000,38969500000.0,1349000000.0,37693000000.0,0.183,16.235,-1446000000.0,483000000,483000000,2085000000.0,1706000000.0,0.495,4.541,28510000000,1161000000.0,27349000000.0,28510000000,793000000,1736000000.0,0,0.058,6.165,2505000000.0,4241000000.0,0.593,4241000000.0,2505000000.0,1725000000.0,3.95,3.94,3.95,7046000000,7349250000.0,7046000000,74430604208.0,30.0,17.55,1820000000.0,4.194,1.0,5065000000.0,0.708,13473000000,780000000.0,50871000000,50502000000.0,0,0,0.0,0.0,31996000000,2725000000.0,29271000000.0,46403604208.0,42000000.0,-109000000.0,-31000000.0,1035000000.0,-2679000000.0,-1675000000.0,-1549000000.0,0.0,3266000000.0,0.0,1706000000.0,1706000000.0,1706000000.0,0.0,0.0,0.239,2556000000.0,2509000000.0,240000000,1.561,6.586,27.2,27.089,21956000000,0.0,107.0,6.49,6.495,2624000000,-11155000000.0,7150000000.0,7150000000.0,0.0,0.044,0.232,0.05,0.35,164000000.0,784000000.0,1.0,433678544,434000000,434000000.0,16.475,25569000000,0,19000000.0,0,58.915,-1376000000.0,0.070382463943112,0.05761682242990654,0.15184165368743635,0.03691588785046729,0.024452307211075705,0.03919626168224299,-0.06548482909792579
818,CBRE,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-928788000,21732067000,20872720750.0,9469708000.0,12262359000.0,1.478,26.051,-298430000.0,1357326000,1357326000,24619219000.0,868998000.0,1.161,1.585,5376601000,2265463000.0,3111138000.0,5376601000,263703000,617575000.0,0,0.0,0.0,1155743000.0,1773318000.0,0.057,1773318000.0,1155743000.0,1046692000.0,2.72,2.67,2.72,8098058000,7936748000.0,8098058000,29813296076.0,26.0,16.812,514117000.0,1.654,1.0,6235793000.0,0.202,7173623000,109051000.0,10424679000,8777213250.0,0,1306769000,0.0,1306769000.0,12838430000,8153040000.0,4685390000.0,25794021076.0,26610000.0,-552985000.0,-986357000.0,1260852000.0,0.0,69180000.0,-872831000.0,0.0,812547000.0,17714000.0,846046000.0,846046000.0,846046000.0,0.0,22952000.0,0.027,5331893000.0,903900000.0,2886203000,0.0,3.185,30.488,30.607,1832634000,0.0,83.25,0.836,0.839,6562462000,9011227000.0,30855012000.0,30855012000.0,0.0,0.041,0.107,0.132,0.037,116799000.0,4692361000.0,1.0,309838091,310857203,314282247.0,99.258,14558444000,564838000,200646000.0,617831000,46.833,1316668000.0,0.03150136993398183,0.0,0.3139509724420138,0.032672672672672674,0.017244554197879156,0.019867867867867865,-0.12665910517198348
820,CBOE,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-07,-2400000,7195900000,7348925000.0,1744300000.0,5451600000.0,0.53,34.668,-57800000.0,413600000,413600000,2056200000.0,651100000.0,1.188,0.964,1726600000,164900000.0,1561700000.0,1726600000,14400000,166900000.0,0,0.014,2.0,1014800000.0,1181700000.0,0.303,1181700000.0,1014800000.0,954800000.0,6.12,6.1,6.12,3664400000,3490550000.0,3664400000,16673088582.0,16.0,14.109,495600000.0,4.689,1.0,1838000000.0,0.472,4752800000,60000000.0,2288000000,2335550000.0,0,397900000,103700000.0,294200000.0,3531500000,1468100000.0,2063400000.0,15360088582.0,-228300000.0,-1800000.0,-108000000.0,-360000000.0,-213300000.0,-702800000.0,-105000000.0,-46200000.0,553400000.0,26100000.0,651100000.0,648600000.0,648600000.0,0.0,0.0,0.167,858000000.0,980000000.0,501200000,0.327,4.192,23.682,23.786,223500000,2500000.0,145.57,3.944,3.951,363600000,2405800000.0,3894200000.0,3894200000.0,0.0,0.088,0.186,0.435,0.261,40600000.0,537000000.0,1.0,105516855,105700000,106100000.0,36.842,2443100000,38000000,303700000.0,429800000,23.114,276200000.0,0.03602843805526694,0.013739094593666278,0.2385663325076259,0.04204162945661881,0.029724546688670618,0.03221130727485059,0.008412797810066618
822,CB,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-9822000000,205448000000,201029500000.0,,,0.231,128.733,0.0,2375000000,2375000000,26793000000.0,5809000000.0,,2.886,16307000000,,,16307000000,21860000000,285000000.0,0,0.016,3.35,7821000000.0,8106000000.0,0.175,8106000000.0,7821000000.0,7192000000.0,14.03,13.93,14.03,52875000000,51010250000.0,52875000000,98535189533.0,13.0,12.156,10849000000.0,26.414,1.0,19653000000.0,0.423,21642000000,629000000.0,197738000000,193957250000.0,0,120178000000,,,152573000000,,,84603189533.0,-4864000000.0,-5305000000.0,-1838000000.0,-3375000000.0,-1382000000.0,-6720000000.0,-9041000000.0,-3089000000.0,10849000000.0,48000000.0,5809000000.0,5809000000.0,5809000000.0,0.0,0.0,0.125,11832000000.0,7821000000.0,35216000000,0.239,1.6,14.564,14.681,0,0.0,205.98,1.822,1.822,17727000000,49467000000.0,46446000000.0,46446000000.0,0.0,0.029,0.114,0.04,0.168,0.0,3698000000.0,1.0,410734972,410734972,,113.08,183806000000,0,1383000000.0,533000000,447.505,,0.1282339360949067,0.01626371492377901,0.6249764375535248,0.06811340906884164,0.11010279729929993,0.12823575104379067,0.3842886789311979
824,CAT,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-1946000000,85427000000,82981500000.0,47000000000.0,38427000000.0,0.781,35.628,-2052000000.0,7387000000,7387000000,43785000000.0,8360000000.0,1.331,3.679,37699000000,14714000000.0,22985000000.0,37699000000,0,2183000000.0,2137000000,0.017,4.9,11473000000.0,13656000000.0,0.211,13656000000.0,11473000000.0,10991000000.0,16.15,16.06,16.15,18256000000,16984750000.0,18256000000,177013850404.0,15.0,12.962,7990000000.0,15.593,1.0,20986000000.0,0.324,5923000000,482000000.0,74502000000,74724000000.0,17746000000,0,0.0,0.0,67171000000,35314000000.0,31857000000.0,146701850404.0,1371000000.0,-86000000.0,-4110000000.0,722000000.0,-2491000000.0,-5889000000.0,-2535000000.0,-420000000.0,10042000000.0,-247000000.0,8360000000.0,8360000000.0,8360000000.0,0.0,0.0,0.129,10498000000.0,10488000000.0,8443000000,0.303,8.036,17.548,17.806,12124000000,0.0,287.57,2.265,2.275,31887000000,47094000000.0,64771000000.0,64771000000.0,1877000000.0,0.101,0.492,0.154,0.177,0.0,5871000000.0,1.0,510143097,512400000,514800000.0,126.407,79504000000,2607000000,2631000000.0,0,155.16,11686000000.0,0.06845176098560099,0.017039329554543244,0.12444287478123199,0.0561602392460966,0.04513771087270496,0.054223319539590364,0.2119602722731243
826,CARR,ART,2023-06-30,2023-07-27,2023-06-30,2023-08-07,-1691000000,26284000000,26032750000.0,10141000000.0,16143000000.0,0.838,9.532,-375000000.0,3209000000,3209000000,15964000000.0,2154000000.0,1.627,2.258,9274000000,134000000.0,9140000000.0,9274000000,0,498000000.0,0,0.012,0.705,2925000000.0,3423000000.0,0.157,3423000000.0,2925000000.0,2702000000.0,2.58,2.52,2.58,7969000000,7753250000.0,7969000000,53600384800.0,18.0,15.659,2042000000.0,2.443,1.0,5857000000.0,0.268,11108000000,223000000.0,15007000000,14901500000.0,2699000000,1139000000,0.0,1139000000.0,17996000000,6234000000.0,11762000000.0,47535384800.0,190000000.0,-768000000.0,-428000000.0,120000000.0,-561000000.0,-1003000000.0,-1196000000.0,-85000000.0,2417000000.0,-28000000.0,2154000000.0,2154000000.0,2154000000.0,0.0,0.0,0.099,3384000000.0,2473000000.0,2956000000,0.273,5.965,22.068,21.996,2862000000,0.0,56.75,2.178,2.174,3212000000,6129000000.0,21821000000.0,21821000000.0,582000000.0,0.083,0.278,0.196,0.134,76000000.0,2802000000.0,1.0,837627926,836000000,850900000.0,26.102,15176000000,690000000,548000000.0,560000000,18.153,3907000000.0,0.050846332898518996,0.012422907488986784,0.16764353614741329,0.045462555066079297,0.038096741424886185,0.043048458149779735,0.05773215563031228
828,CAH,ART,2023-06-30,2023-08-15,2023-06-30,2023-08-15,-151000000,43417000000,43665750000.0,33833000000.0,9584000000.0,4.695,-10.927,-469000000.0,4043000000,4043000000,198123000000.0,262000000.0,1.004,-16.223,4701000000,792000000.0,3909000000.0,4701000000,0,692000000.0,0,0.022,1.988,730000000.0,1422000000.0,0.007,1422000000.0,730000000.0,637000000.0,1.0,1.0,1.0,-2852000000,-2266500000.0,-2852000000,23362234323.0,32.0,16.429,2370000000.0,9.08,1.0,6889000000.0,0.034,6081000000,93000000.0,4288000000,5458750000.0,15940000000,0,0.0,0.0,46268000000,33706000000.0,12562000000.0,22704234323.0,-674000000.0,-10000000.0,-2000000000.0,-579000000.0,-525000000.0,-3051000000.0,-454000000.0,25000000.0,2839000000.0,-8000000.0,261000000.0,261000000.0,261000000.0,0.0,1000000.0,0.001,6158000000.0,731000000.0,29813000000,1.988,-7.961,86.989,90.57,2462000000,0.0,90.57,0.111,0.115,11344000000,-534000000.0,205012000000.0,205012000000.0,0.0,0.006,-0.115,0.134,0.004,96000000.0,4834000000.0,1.0,250681620,261000000,262000000.0,785.487,37336000000,0,376000000.0,8653000000,143.05,127000000.0,0.12504275456336428,0.02194987302638843,-0.12561533498228775,0.011041183614883517,0.1014457764284449,0.10025394722314233,-0.4385194818125866
830,CAG,ART,2023-06-30,2023-07-13,2023-05-28,2023-07-16,-44400000,22052600000,22285075000.0,3385000000.0,18667600000.0,0.551,18.314,-359000000.0,93900000,93900000,9012200000.0,683200000.0,0.762,1.516,9238700000,2157400000.0,7081300000.0,9238700000,0,369900000.0,0,0.04,1.32,1311900000.0,1681800000.0,0.137,1681800000.0,1311900000.0,902300000.0,1.43,1.42,1.43,8736800000,8693450000.0,8736800000,24964122731.0,19.0,14.844,636400000.0,1.334,1.0,3264800000.0,0.266,14384100000,409600000.0,12372600000,12814775000.0,2232000000,0,0.0,0.0,13245300000,4440700000.0,8804600000.0,15819322731.0,10600000.0,0.0,-150000000.0,134900000.0,-623800000.0,-631600000.0,-354900000.0,0.0,995400000.0,1700000.0,683600000.0,683600000.0,683600000.0,0.0,-400000.0,0.056,2165300000.0,1099500000.0,1529400000,0.923,1.811,23.141,23.189,2773800000,0.0,33.16,1.289,1.289,965400000,6599400000.0,12277000000.0,12277000000.0,0.0,0.031,0.079,0.102,0.107,79200000.0,2189500000.0,1.0,477060396,477060396,,25.735,7668500000,0,218700000.0,0,16.074,-1055700000.0,0.06292304777684228,0.03980699638118215,0.5522866021867747,0.043124246079613994,0.02549258417199375,0.04022919179734621,0.024020841569915068
832,C,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-45865000000,2423675000000,2419132000000.0,,,0.032,107.432,-6249000000.0,296908000000,296908000000,7009000000.0,13645000000.0,,10.609,574975000000,,,574975000000,0,4420000000.0,1319867000000,0.033,1.53,17653000000.0,22073000000.0,0.285,22073000000.0,17653000000.0,17653000000.0,6.36,6.31,6.36,208719000000,204190750000.0,208719000000,366090860544.0,21.0,16.585,-62455000000.0,-32.147,1.0,70388000000.0,0.909,24574000000,0.0,2677168000000,2622387250000.0,0,1910553000000,,,2214253000000,,,88023860544.0,12878000000.0,3772000000.0,-1050000000.0,74442000000.0,-5036000000.0,66237000000.0,6563000000.0,9869000000.0,-56206000000.0,-3716000000.0,13513000000.0,13513000000.0,13513000000.0,10000000.0,132000000.0,0.175,52593000000.0,17795000000.0,69433000000,0.241,0.422,6.514,7.187,27818000000,0.0,45.71,1.137,1.147,60850000000,199976000000.0,77397000000.0,77397000000.0,0.0,0.006,0.066,0.007,0.228,0.0,52593000000.0,1.0,1925702484,1942800000,1968600000.0,39.838,2399101000000,0,4140000000.0,0,1234.868,,-0.6385314124220287,0.033471887989499016,2.371163894767701,0.13913804419164297,-0.17059972463446302,-0.7032815576460293,1.4082482131539447
834,BXP,ART,2023-06-30,2023-08-07,2023-06-30,2023-08-07,-3406000,25341680000,24475365500.0,,,0.131,38.514,-862089000.0,1628490000,1628490000,1177337000.0,818196000.0,,2.823,15912905000,,,15912905000,0,802265000.0,0,0.056,3.92,1173418000.0,1975683000.0,0.617,1975683000.0,1173418000.0,664969000.0,4.25,4.23,4.25,6040052000,6097844000.0,6040052000,25225717293.0,21.0,12.768,416854000.0,2.658,1.0,2023363000.0,0.632,0,508449000.0,39626095000,38545165750.0,0,1916524000,,,17048845000,,,10941302293.0,1125640000.0,-314007000.0,-25000.0,1802284000.0,-686393000.0,1024193000.0,-1177496000.0,-1400000.0,1278943000.0,0.0,664969000.0,664969000.0,664969000.0,0.0,153227000.0,0.208,990430000.0,1032933000.0,434574000,0.922,1.811,16.454,16.412,19598101000,0.0,69.75,3.418,3.418,1410288000,-516550000.0,3200700000.0,3200700000.0,0.0,0.027,0.109,0.03,0.367,57355000.0,186486000.0,1.0,156864549,156826000,157218000.0,20.409,25341680000,0,0.0,0,161.591,,0.11689129554698796,0.056200716845878136,0.5520414150209788,0.06093189964157706,0.0165249612194645,0.03810752688172043,0.28075312347999704
836,BWA,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-898000000,17317000000,16876250000.0,6876000000.0,10441000000.0,1.0,32.352,-890000000.0,848000000,848000000,13611000000.0,1023000000.0,1.624,1.263,4256000000,65000000.0,4191000000.0,4256000000,0,0.0,0,0.016,0.68,1330000000.0,1330000000.0,0.079,1330000000.0,1330000000.0,1286000000.0,4.06,4.05,4.06,7551000000,7247750000.0,7551000000,13511008600.0,10.0,10.159,615000000.0,2.635,1.0,3257000000.0,0.193,4406000000,44000000.0,12084000000,11480750000.0,1860000000,835000000,0.0,835000000.0,9536000000,4235000000.0,5301000000.0,10103008600.0,-542000000.0,-183000000.0,-100000000.0,-5000000.0,-158000000.0,-426000000.0,-1552000000.0,-478000000.0,1505000000.0,-69000000.0,949000000.0,949000000.0,949000000.0,0.0,74000000.0,0.056,1784000000.0,1473000000.0,2725000000,0.167,1.338,10.646,10.586,4482000000,0.0,42.98,0.599,0.595,3856000000,7796000000.0,16868000000.0,16868000000.0,0.0,0.056,0.131,0.116,0.079,0.0,1634000000.0,1.0,235063020,233400000,234400000.0,72.271,12911000000,0,337000000.0,0,55.317,2641000000.0,0.14896552696193885,0.01582131223825035,0.7474011256409304,0.09446254071661238,0.045518437461434226,0.0613075849232201,0.7641631340773042
838,BSX,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,208000000,33601000000,32727250000.0,5886000000.0,27715000000.0,0.409,12.603,-560000000.0,426000000,426000000,4088000000.0,912000000.0,1.29,0.829,9053000000,559000000.0,8494000000.0,9053000000,0,1161000000.0,0,0.0,0.0,1772000000.0,2933000000.0,0.219,2933000000.0,1772000000.0,1510000000.0,0.6,0.6,0.6,18226000000,17822250000.0,18226000000,83126679621.0,47.0,28.342,1565000000.0,1.082,1.0,9312000000.0,0.695,19722000000,262000000.0,17944000000,17861000000.0,2250000000,0,0.0,0.0,15116000000,4562000000.0,10554000000.0,74499679621.0,162000000.0,-1172000000.0,110000000.0,-118000000.0,0.0,-224000000.0,-1732000000.0,2000000.0,2125000000.0,3000000.0,911000000.0,861000000.0,861000000.0,0.0,1000000.0,0.064,7489000000.0,1823000000.0,899000000,0.0,4.088,86.527,84.8,2534000000,50000000.0,50.88,5.56,5.491,2134000000,-189000000.0,13400000000.0,13400000000.0,1365000000.0,0.026,0.048,0.099,0.132,228000000.0,4864000000.0,1.0,1464223263,1446200000,1456200000.0,9.266,13879000000,4168000000,599000000.0,135000000,9.597,1324000000.0,0.028523612595523218,0.0,0.2446453473722382,0.011792452830188678,0.01882668725775304,0.02126572327044025,-0.4276884613582091
