None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital,cash_flow_yield,dividend_yield,book_price,earings_yield,fcfev,fcfmargin,earings_yield_z
765,COP,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-5925000000,89605000000,92428000000.0,13501000000.0,76104000000.0,0.75,39.365,-10850000000.0,5735000000,5735000000,38707000000.0,12928000000.0,1.414,0.885,16444000000,879000000.0,15565000000.0,16444000000,0,7823000000.0,0,0.046,5.29,21343000000.0,29166000000.0,0.421,29166000000.0,21343000000.0,20599000000.0,10.44,10.41,10.44,47531000000,48099000000.0,47531000000,148408452488.0,7.0,5.088,13739000000.0,11.379,1.0,30570000000.0,0.441,0,744000000.0,90766000000,90305250000.0,1236000000,9698000000,1080000000.0,8618000000.0,42074000000,9548000000.0,32526000000.0,137699452488.0,-1252000000.0,-38000000.0,-8628000000.0,-545000000.0,-6712000000.0,-15889000000.0,-9803000000.0,24000000.0,24589000000.0,-149000000.0,12928000000.0,12928000000.0,12928000000.0,0.0,0.0,0.187,9075000000.0,21495000000.0,4626000000,0.507,2.897,10.651,11.014,65452000000,0.0,114.99,1.988,2.004,4531000000,55483000000.0,69277000000.0,69277000000.0,573000000.0,0.14,0.269,0.236,0.308,0.0,704000000.0,1.0,1197490673,1207443000,1210342000.0,57.375,89605000000,0,7671000000.0,9730000000,74.211,3953000000.0,0.17857006368375242,0.04600400034785634,0.34517929549605253,0.0907905035220454,0.09257558966266363,0.09895643099399948,0.7112235098343025
767,COO,ART,2023-06-30,2023-08-31,2023-07-31,2023-08-31,-374800000,11697300000,11572550000.0,1711000000.0,9986300000.0,0.304,152.087,-342400000.0,117300000,117300000,1226200000.0,275300000.0,1.722,0.554,2594300000,79600000.0,2514700000.0,2594300000,308300000,396200000.0,0,0.0,0.06,480700000.0,876900000.0,0.25,876900000.0,480700000.0,378900000.0,5.57,5.53,5.57,7528300000,7354025000.0,7528300000,20800439889.0,43.0,23.72,221600000.0,4.477,1.0,2288000000.0,0.651,5453700000,101800000.0,7727000000,7600000000.0,723600000,0,0.0,0.0,4168800000,993600000.0,3175200000.0,18323439889.0,-129100000.0,-45500000.0,9900000.0,-307700000.0,-3000000.0,-301500000.0,-387900000.0,0.0,564000000.0,-3700000.0,275300000.0,275300000.0,275300000.0,0.0,0.0,0.078,1787100000.0,500900000.0,317200000,0.011,2.434,66.558,66.425,1535000000,0.0,369.99,5.214,5.212,629900000,6791600000.0,3514200000.0,3514200000.0,129800000.0,0.024,0.037,0.063,0.137,54200000.0,1471600000.0,1.0,49524149,49500000,49900000.0,70.994,6243600000,2369400000,103600000.0,137600000,126.133,717400000.0,0.0307802466903926,0.00016216654504175787,0.41085626092071387,0.015054460931376525,0.010653620845643261,0.012100327035865836,-0.38066021136934247
769,COF,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-9818000000,467800000000,459735250000.0,,,0.057,143.034,-952000000.0,41596000000,41596000000,0.0,5317000000.0,,7.574,50258000000,,,50258000000,0,3163000000.0,343705000000,0.021,2.4,6622000000.0,9785000000.0,0.371,9785000000.0,6622000000.0,6622000000.0,13.14,13.1,13.14,54559000000,53163750000.0,54559000000,52153954015.0,8.0,5.33,16328000000.0,42.806,1.0,26390000000.0,1.0,15060000000,0.0,461402000000,459513500000.0,0,376752000000,,,413241000000,,,43491954015.0,19798000000.0,-3961000000.0,-559000000.0,-7566000000.0,-1157000000.0,26913000000.0,-24395000000.0,-12524000000.0,17280000000.0,0.0,5317000000.0,5015000000.0,5015000000.0,0.0,0.0,0.19,19768000000.0,6622000000.0,0,0.183,0.797,8.672,8.677,4359000000,302000000.0,114.02,1.648,1.648,0,59028000000.0,26390000000.0,26390000000.0,0.0,0.011,0.094,0.014,0.251,419000000.0,18107000000.0,1.0,381441449,381441449,,69.185,452740000000,0,1305000000.0,0,1186.919,,0.3973148687235408,0.021048938782669706,1.2544619168222029,0.11524293983511666,0.31307309883549583,0.3754253639712331,1.0637533785826978
771,CNP,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-32000000,38097000000,37778500000.0,2802000000.0,35295000000.0,0.245,16.428,-4798000000.0,214000000,214000000,6298000000.0,779000000.0,0.88,2.675,17549000000,1517000000.0,16032000000.0,17549000000,0,1311000000.0,109000000,0.024,0.74,1637000000.0,2948000000.0,0.318,2948000000.0,1637000000.0,1063000000.0,1.16,1.15,1.16,10366000000,10188250000.0,10366000000,36497748942.0,22.0,12.381,-1484000000.0,-2.352,1.0,2970000000.0,0.32,4160000000,574000000.0,48088000000,46427500000.0,729000000,517000000,517000000.0,0.0,27731000000,3184000000.0,24547000000.0,19162748942.0,-345000000.0,145000000.0,0.0,1603000000.0,-466000000.0,1065000000.0,-4724000000.0,0.0,3314000000.0,0.0,779000000.0,730000000.0,730000000.0,0.0,0.0,0.079,1311000000.0,1659000000.0,832000000,0.638,1.849,26.25,26.172,28454000000,49000000.0,30.36,2.068,2.067,927000000,1032000000.0,9268000000.0,9268000000.0,0.0,0.019,0.072,0.035,0.177,0.0,0.0,1.0,631184089,631000000,633000000.0,14.688,33937000000,18000000,284000000.0,4212000000,53.783,-382000000.0,0.17293969722353,0.024374176548089592,0.5409453534758938,0.03820816864295125,-0.04066004186609652,-0.0774703557312253,-0.046854064771308754
773,CNC,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-998000000,82853000000,80969250000.0,34866000000.0,47987000000.0,1.827,46.765,-920000000.0,17170000000,17170000000,131000000000.0,2706000000.0,1.114,2.223,18006000000,110000000.0,17896000000.0,18006000000,2373000000,1416000000.0,0,0.0,0.0,4567000000.0,5983000000.0,0.04,5983000000.0,4567000000.0,3863000000.0,4.92,4.89,4.92,25671000000,25037000000.0,25671000000,36671091007.0,8.0,6.129,7651000000.0,13.938,1.0,16923000000.0,0.114,25236000000,704000000.0,27147000000,27106750000.0,0,18320000000,2212000000.0,16108000000.0,57066000000,31306000000.0,25760000000.0,35835091007.0,3963000000.0,3198000000.0,-3413000000.0,-589000000.0,0.0,-4146000000.0,-453000000.0,-2731000000.0,8571000000.0,-9000000.0,2713000000.0,2713000000.0,2713000000.0,0.0,-7000000.0,0.018,14340000000.0,2583000000.0,9868000000,0.0,1.396,13.209,13.451,2416000000,0.0,66.18,0.242,0.246,13601000000,11529000000.0,147923000000.0,147923000000.0,0.0,0.034,0.108,0.168,0.031,222000000.0,12071000000.0,1.0,541479163,548932000,550308000.0,269.474,57617000000,0,1150000000.0,0,104.962,3560000000.0,0.23917896562131646,0.0,0.7163648613306283,0.07434270172257479,0.20863846124838584,0.21060743427017226,0.47409616042301117
775,CMS,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-51000000,32265000000,31344000000.0,2603000000.0,29662000000.0,0.26,24.492,-3283000000.0,406000000,406000000,5477000000.0,710000000.0,0.951,3.437,15057000000,1132000000.0,13925000000.0,15057000000,0,1147000000.0,0,0.038,2.345,1854000000.0,3001000000.0,0.369,3001000000.0,1854000000.0,1278000000.0,2.5,2.5,2.5,7145000000,7038250000.0,7145000000,32621362995.0,18.0,10.87,-1782000000.0,-6.108,1.0,2664000000.0,0.327,0,576000000.0,44179000000,42578500000.0,887000000,72000000,0.0,72000000.0,24559000000,2737000000.0,21822000000.0,17970362995.0,310000000.0,0.0,69000000.0,2780000000.0,-563000000.0,2225000000.0,-3416000000.0,0.0,1501000000.0,0.0,738000000.0,728000000.0,728000000.0,-1000000.0,-28000000.0,0.089,1147000000.0,1517000000.0,759000000,0.938,2.515,24.685,24.64,24264000000,10000000.0,61.6,2.207,2.207,745000000,1463000000.0,8141000000.0,8141000000.0,0.0,0.023,0.103,0.044,0.228,0.0,0.0,1.0,291726672,291726672,,27.906,32265000000,282000000,540000000.0,3035000000,110.6,-134000000.0,0.08352641515464279,0.03806818181818182,0.3975990914589758,0.040584415584415584,-0.05462677939830821,-0.09915584415584415,-0.012595800618693432
777,CMI,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-1917000000,31735000000,30809000000.0,15410000000.0,16325000000.0,1.045,72.95,-1055000000.0,1802000000,1802000000,24556000000.0,2596000000.0,1.395,1.971,7700000000,2611000000.0,5089000000.0,7700000000,1956000000,959000000.0,0,0.026,6.28,3643000000.0,4602000000.0,0.143,4602000000.0,3643000000.0,3309000000.0,17.95,17.86,17.95,10337000000,9328750000.0,10337000000,40267259381.0,11.0,8.75,1122000000.0,7.918,1.0,7638000000.0,0.237,4988000000,334000000.0,21600000000,20375750000.0,6026000000,2373000000,512000000.0,1861000000.0,20379000000,11045000000.0,9334000000.0,34369259381.0,-660000000.0,-3080000000.0,-46000000.0,2312000000.0,-889000000.0,1457000000.0,-4202000000.0,107000000.0,2177000000.0,-92000000.0,2541000000.0,2541000000.0,2541000000.0,0.0,55000000.0,0.079,4333000000.0,3305000000.0,4308000000,0.35,3.325,13.526,13.518,5723000000,0.0,242.64,1.068,1.068,5863000000,19102000000.0,32194000000.0,32194000000.0,1415000000.0,0.082,0.272,0.179,0.113,-14000000.0,3076000000.0,1.0,141647129,141700000,,227.198,26747000000,0,768000000.0,0,188.758,4365000000.0,0.06334148710820019,0.02588196505110452,0.30076295463365427,0.07397790966040224,0.027863828262655807,0.03263270689086713,0.4688369667724627
779,CMG,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-6952000,7552435000,7087687000.0,1556419000.0,5996016000.0,1.31,100.235,-540270000.0,529972000,529972000,6901122000.0,1114299000.0,1.585,1.73,3887992000,244061000.0,3643931000.0,3887992000,158959000,300784000.0,0,0.0,0.0,1468164000.0,1768948000.0,0.191,1768948000.0,1468164000.0,1468164000.0,40.28,40.04,40.28,2766886000,2485993750.0,2766886000,56119881615.0,38.0,31.725,1250767000.0,45.311,1.0,2383033000.0,0.257,21939000,0.0,9906266000,9498920750.0,36004000,1281904000,851142000.0,430762000.0,4785549000,982250000.0,3803299000.0,52761861615.0,-21856000.0,0.0,-529984000.0,0.0,0.0,-604114000.0,-1208527000.0,-668257000.0,1791037000.0,-252000.0,1114299000.0,1114299000.0,1114299000.0,0.0,0.0,0.12,951033000.0,1432000000.0,162041000,0.0,19.069,47.35,47.481,5455683000,0.0,1912.52,5.683,5.686,60985000,5461682000.0,9284155000.0,9284155000.0,0.0,0.157,0.448,0.155,0.158,96565000.0,580805000.0,1.0,27587613,27604000,27747000.0,336.334,7530496000,0,353865000.0,204863000,272.805,574169000.0,0.033945674871540446,0.0,0.05244102302890284,0.021061217660468912,0.022287413373047616,0.02369177838663125,-0.2940610220616284
781,CME,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-100200000,151296700000,167485775000.0,116366100000.0,34930600000.0,0.031,77.5,-84100000.0,1880100000,1880100000,0.0,2978900000.0,1.022,4.439,116665400000,113241600000.0,3423800000.0,116665400000,0,358600000.0,0,0.044,8.7,4020100000.0,4378700000.0,0.836,4378700000.0,4020100000.0,3859700000.0,8.2,8.2,8.2,27817800000,27582925000.0,27817800000,186616081328.0,46.0,42.619,3108000000.0,8.659,1.0,5237400000.0,1.0,30826300000,160400000.0,121370000000,136797575000.0,0,113348300000,113348300000.0,0.0,123478900000,113885700000.0,9593200000.0,71830781328.0,-25188000000.0,8000000.0,0.0,-16400000.0,-3162100000.0,-28391600000.0,11500000.0,87600000.0,3192100000.0,0.0,2958000000.0,2941600000.0,2941600000.0,0.0,20900000.0,0.562,2078000000.0,3159400000.0,50900000,1.061,2.582,24.419,24.35,430100000,16400000.0,199.67,13.715,13.684,599400000,5606800000.0,5237400000.0,5237400000.0,0.0,0.018,0.107,0.029,0.768,84600000.0,1261400000.0,1.0,359747490,358940000,359429000.0,14.591,120470400000,0,901700000.0,5343600000,335.628,2480400000.0,0.0444391657863772,0.04357189362448039,0.3872685147746887,0.04106776180698152,0.016654513254607033,0.04336655481544549,-0.005627416028315593
783,CMCSA,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-1432000000,262147000000,258289750000.0,24922000000.0,237225000000.0,0.467,20.392,-15584000000.0,7146000000,7146000000,0.0,6164000000.0,0.757,2.11,102669000000,7697000000.0,94972000000.0,102669000000,3327000000,14120000000.0,0,0.025,1.12,15273000000.0,29393000000.0,0.244,29393000000.0,15273000000.0,11331000000.0,1.57,1.57,1.57,84119000000,81944750000.0,84119000000,282597778103.0,19.0,9.614,11671000000.0,2.829,1.0,120606000000.0,1.0,147168000000,3942000000.0,177577000000,175935500000.0,0,8241000000,0.0,8241000000.0,177468000000,32925000000.0,144543000000.0,187074778103.0,343000000.0,2234000000.0,-11267000000.0,3569000000.0,-4751000000.0,-12040000000.0,-14876000000.0,-1703000000.0,27255000000.0,4000000.0,6507000000.0,6507000000.0,6507000000.0,0.0,-344000000.0,0.054,106147000000.0,14459000000.0,12213000000,0.713,2.224,28.75,28.885,56851000000,0.0,45.35,1.551,1.551,12980000000,53900000000.0,120606000000.0,120606000000.0,0.0,0.025,0.079,0.087,0.127,1329000000.0,83444000000.0,1.0,4125132924,4125132924,,29.237,114979000000,0,4824000000.0,29052000000,27.873,-8003000000.0,0.1456904039998053,0.024696802646086,0.4496544154855851,0.03461962513781698,0.04129898004982263,0.06238147739801544,-0.0985899635858836
785,CMA,ART,2023-06-30,2023-07-26,2023-06-30,2023-07-26,-3756000000,90761000000,87859250000.0,,,0.043,42.458,-95000000.0,10223000000,10223000000,0.0,1298000000.0,,15.222,16519000000,,,16519000000,0,88000000.0,66015000000,0.052,2.78,1666000000.0,1754000000.0,0.462,1754000000.0,1666000000.0,1666000000.0,9.66,9.59,9.66,5595000000,5459750000.0,5595000000,13342090685.0,8.0,7.607,1202000000.0,9.122,1.0,3795000000.0,1.0,0,0.0,97057000000,90651500000.0,0,72884000000,,,85166000000,,,7046090685.0,2690000000.0,0.0,-5000000.0,14058000000.0,-380000000.0,4251000000.0,-2858000000.0,-2801000000.0,1297000000.0,0.0,1298000000.0,1268000000.0,1268000000.0,0.0,0.0,0.334,2129000000.0,1666000000.0,0,0.288,1.259,5.557,5.535,397000000,30000000.0,53.47,1.857,1.857,0,11648000000.0,3795000000.0,3795000000.0,0.0,0.014,0.232,0.018,0.439,56000000.0,1486000000.0,1.0,131776523,131776523,,28.799,90761000000,0,368000000.0,0,688.749,,0.18407370242354468,0.05199177108659061,0.7940573362064244,0.18066205348793718,0.09009082822015012,0.17060033663736676,2.0068983173689032
787,CLX,ART,2023-06-30,2023-08-10,2023-06-30,2023-08-10,-493000000,5945000000,5990250000.0,1828000000.0,4117000000.0,1.234,1.78,-228000000.0,367000000,367000000,4481000000.0,161000000.0,0.954,25.259,2924000000,137000000.0,2787000000.0,2924000000,0,236000000.0,0,0.03,4.74,316000000.0,552000000.0,0.075,552000000.0,316000000.0,226000000.0,1.21,1.2,1.21,220000000,217500000.0,220000000,22429833617.0,71.0,40.634,930000000.0,7.525,1.0,2908000000.0,0.394,1964000000,90000000.0,4621000000,4642000000.0,696000000,0,0.0,0.0,5557000000,1917000000.0,3640000000.0,19872833617.0,182000000.0,0.0,33000000.0,-188000000.0,-583000000.0,-753000000.0,-223000000.0,0.0,1158000000.0,0.0,149000000.0,149000000.0,149000000.0,0.0,12000000.0,0.02,2580000000.0,328000000.0,1659000000,3.917,90.331,133.375,132.636,1691000000,0.0,160.49,2.69,2.684,688000000,583000000.0,7389000000.0,7389000000.0,138000000.0,0.025,0.685,0.068,0.043,73000000.0,1917000000.0,1.0,123825993,123589000,124181000.0,59.787,3981000000,0,77000000.0,149000000,32.212,-89000000.0,0.058270502451618245,0.029534550439279706,0.011070389066801394,0.007539410555174777,0.04146263480506317,0.046887656551810084,-0.4890044143289382
789,CL,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-3935000000,16227000000,16104750000.0,5437000000.0,10790000000.0,1.16,-0.077,-696000000.0,819000000,819000000,8055000000.0,1673000000.0,1.174,-248.625,8989000000,35000000.0,8954000000.0,8989000000,0,542000000.0,0,0.025,1.9,2503000000.0,3045000000.0,0.163,3045000000.0,2503000000.0,2296000000.0,1.81,1.8,1.81,-64000000,238250000.0,-64000000,70684413423.0,28.0,23.213,2403000000.0,2.907,1.0,10621000000.0,0.569,5274000000,207000000.0,14491000000,14191250000.0,2039000000,0,0.0,0.0,15912000000,4632000000.0,11280000000.0,62514413423.0,-39000000.0,-719000000.0,-627000000.0,824000000.0,-1724000000.0,-1522000000.0,-1557000000.0,-136000000.0,3099000000.0,-59000000.0,1497000000.0,1497000000.0,1497000000.0,0.0,176000000.0,0.08,7589000000.0,3032000000.0,1544000000,1.05,-976.788,41.76,41.779,4431000000,0.0,75.62,3.347,3.347,1656000000,24258000000.0,18676000000.0,18676000000.0,0.0,0.093,6.283,0.176,0.134,117000000.0,6793000000.0,1.0,826691529,826691529,,22.591,10953000000,186000000,799000000.0,816000000,13.249,805000000.0,0.04957256783376985,0.025125628140703515,-0.001023763904924579,0.023935466807722825,0.03399617940690285,0.03844221105527638,-0.25262307855127303
791,CINF,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-626000000,31352000000,29940250000.0,,,0.313,70.319,-15000000.0,748000000,748000000,5402000000.0,1354000000.0,,1.842,867000000,,,867000000,4222000000,146000000.0,0,0.028,2.88,1696000000.0,1842000000.0,0.197,1842000000.0,1696000000.0,1642000000.0,8.54,8.51,8.54,11030000000,10433250000.0,11030000000,16215579344.0,10.0,8.803,2107000000.0,13.433,1.0,3966000000.0,0.423,0,54000000.0,31471000000,29812750000.0,0,23879000000,,,20322000000,,,16096579344.0,-350000000.0,0.0,-270000000.0,-19000000.0,-438000000.0,-943000000.0,-1529000000.0,-1380000000.0,2122000000.0,0.0,1354000000.0,1354000000.0,1354000000.0,0.0,0.0,0.145,2270000000.0,1696000000.0,0,0.337,1.459,11.888,12.016,198000000,0.0,102.62,1.718,1.718,3799000000,12235000000.0,9368000000.0,9368000000.0,0.0,0.045,0.13,0.057,0.181,-20000000.0,2270000000.0,1.0,156856162,156856162,,59.724,31352000000,0,288000000.0,1158000000,199.877,,0.13182925108811863,0.028064704735918922,0.6852387556559607,0.08321964529331513,0.129936769775643,0.13090040927694405,0.6020747271316039
793,CI,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-1878000000,150054000000,146542750000.0,34711000000.0,115343000000.0,1.27,153.541,-1488000000.0,9585000000,9585000000,162598000000.0,6792000000.0,0.733,2.3,32733000000,4618000000.0,28115000000.0,32733000000,0,2965000000.0,0,0.016,4.7,9514000000.0,12479000000.0,0.067,12479000000.0,9514000000.0,8165000000.0,22.25,22.01,22.25,45445000000,44965000000.0,45445000000,108283726031.0,11.0,8.677,11414000000.0,38.563,1.0,23536000000.0,0.126,77524000000,1349000000.0,48333000000,49186500000.0,4514000000,19839000000,872000000.0,18967000000.0,104528000000,47345000000.0,57183000000.0,85135726031.0,4713000000.0,4919000000.0,-6118000000.0,-721000000.0,-1405000000.0,-8625000000.0,433000000.0,-2771000000.0,12902000000.0,3000000.0,6653000000.0,6653000000.0,6653000000.0,0.0,139000000.0,0.036,13772000000.0,9764000000.0,26689000000,0.211,1.873,12.797,12.928,3884000000,0.0,287.64,0.457,0.457,23476000000,39936000000.0,186134000000.0,186134000000.0,0.0,0.045,0.148,0.193,0.051,0.0,13603000000.0,1.0,295980135,295980135,,628.873,72530000000,0,1512000000.0,7594000000,245.05,-12634000000.0,0.1515462497530363,0.016339869281045753,0.5337947077993129,0.07735363649005703,0.10540826787519617,0.13406688916701434,0.5175046954581516
795,CHTR,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,0,145615000000,144669250000.0,3929000000.0,141686000000.0,0.377,69.691,-10203000000.0,478000000,478000000,0.0,5348000000.0,0.328,12.58,97970000000,1999000000.0,95971000000.0,97970000000,0,8747000000.0,0,0.0,0.0,11172000000.0,19919000000.0,0.365,19919000000.0,11172000000.0,6222000000.0,30.19,29.76,30.19,10460000000,9471500000.0,10460000000,156881429389.0,14.0,7.876,3975000000.0,26.484,1.0,54536000000.0,1.0,31894000000,4950000000.0,199238000000,197583250000.0,0,0,0.0,0.0,131588000000,11975000000.0,119613000000.0,59389429389.0,-5000000.0,0.0,-4490000000.0,1929000000.0,0.0,-3562000000.0,-10621000000.0,0.0,14178000000.0,0.0,4625000000.0,4625000000.0,4625000000.0,0.0,723000000.0,0.085,42406000000.0,12130000000.0,9976000000,0.0,5.678,12.841,13.143,37546000000,0.0,396.8,1.089,1.092,2864000000,-12577000000.0,54536000000.0,54536000000.0,0.0,0.032,0.488,0.057,0.205,595000000.0,33365000000.0,1.0,149670941,150091880,151975698.0,363.351,113721000000,0,1597000000.0,18982000000,757.676,-8046000000.0,0.23872935210631982,0.0,0.17612561877783223,0.0760836693548387,0.025337606977965957,0.06674395161290322,0.4991956263019642
797,CHRW,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-92919000,5405261000,5937734750.0,3051485000.0,2353776000.0,3.388,11.714,-46816000.0,210155000,210155000,17109219000.0,534198000.0,1.105,2.894,2188510000,979055000.0,1209455000.0,2188510000,0,97383000.0,0,0.024,2.38,745299000.0,842682000.0,0.042,842682000.0,745299000.0,640327000.0,4.48,4.45,4.48,1388107000,1450119500.0,1388107000,13449172981.0,18.0,15.96,1831402000.0,15.455,1.0,3006504000.0,0.149,1521998000,104972000.0,3100127000,3505329500.0,0,0,0.0,0.0,4017154000,2761491000.0,1255663000.0,11470817981.0,-28770000.0,0.0,-948786000.0,-533000000.0,-286244000.0,-1794487000.0,-110024000.0,0.0,1878218000.0,-2477000.0,534198000.0,534198000.0,534198000.0,0.0,0.0,0.027,2261205000.0,745299000.0,1358619000,0.531,8.264,21.473,21.991,502956000,0.0,98.52,0.57,0.58,2693337000,5655489000.0,20115723000.0,20115723000.0,0.0,0.09,0.368,0.213,0.037,45030000.0,2261205000.0,1.0,116431364,118500000,119807000.0,169.753,3883263000,201858000,106129000.0,52966000,32.77,289994000.0,0.1637388025083335,0.024157531465692245,0.12101203264660189,0.04547300040600894,0.13617209047628948,0.1568717011774259,0.05788274570924285
799,CHD,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-27800000,8511000000,8352750000.0,1576400000.0,6934600000.0,0.675,15.963,-203200000.0,396900000,396900000,3224200000.0,446800000.0,1.405,1.176,2404900000,4000000.0,2400900000.0,2404900000,0,222400000.0,0,0.011,1.07,659200000.0,881600000.0,0.156,881600000.0,659200000.0,548800000.0,1.82,1.8,1.82,3911000000,3689100000.0,3911000000,25911465078.0,39.0,29.391,880800000.0,3.595,1.0,2413100000.0,0.428,5800100000,110400000.0,3597100000,3515250000.0,675400000,14700000,0.0,14700000.0,4600000000,1121800000.0,3478200000.0,23903465078.0,-242800000.0,-546800000.0,97600000.0,-401000000.0,-260600000.0,-568500000.0,-758000000.0,0.0,1084000000.0,-300000.0,446800000.0,446800000.0,446800000.0,0.0,0.0,0.079,1772100000.0,641000000.0,677700000,0.588,6.112,53.499,53.379,802400000,0.0,97.15,4.24,4.222,460900000,5815300000.0,5637300000.0,5637300000.0,0.0,0.053,0.121,0.188,0.117,53900000.0,1772100000.0,1.0,246046990,245000000,247900000.0,23.009,2710900000,0,102000000.0,761700000,11.065,454600000.0,0.0453490737205996,0.011013896037056098,0.16361644586832566,0.01873391662377766,0.03399267456890498,0.03700463201235203,-0.32761363491780404
801,CFG,ART,2023-06-30,2023-08-08,2023-06-30,2023-08-08,-4563000000,223066000000,224184750000.0,,,0.036,49.19,-161000000.0,11851000000,11851000000,0.0,2278000000.0,,8.458,15199000000,,,15199000000,0,468000000.0,177667000000,0.054,1.68,2803000000.0,3271000000.0,0.409,3271000000.0,2803000000.0,2803000000.0,4.43,4.41,4.43,23585000000,23655500000.0,23585000000,17989126710.0,6.0,5.5,5563000000.0,11.602,1.0,8000000000.0,1.0,8363000000,0.0,218051000000,222894750000.0,0,185691000000,,,199481000000,,,14641126710.0,5053000000.0,-21000000.0,-814000000.0,-2995000000.0,-829000000.0,-6037000000.0,5366000000.0,5597000000.0,5724000000.0,0.0,2164000000.0,2164000000.0,2164000000.0,0.0,114000000.0,0.271,5083000000.0,2917000000.0,0,0.379,0.621,6.766,6.998,876000000,0.0,31.0,1.83,1.858,0,9655000000.0,8000000000.0,8000000000.0,0.0,0.01,0.091,0.013,0.35,87000000.0,3716000000.0,1.0,472294410,479470543,480975281.0,16.685,214703000000,0,639000000.0,0,447.792,,0.3909535183580144,0.05419354838709677,1.6108732932344112,0.1429032258064516,0.30924236010342715,0.37425806451612903,1.4625306970540384
803,CF,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-199000000,13537000000,13382000000.0,4072000000.0,9465000000.0,0.651,29.825,-487000000.0,3219000000,3219000000,4877000000.0,2803000000.0,6.547,0.864,3244000000,100000000.0,3144000000.0,3244000000,0,846000000.0,9000000,0.02,1.6,3185000000.0,4031000000.0,0.462,4031000000.0,3185000000.0,3088000000.0,12.12,12.07,12.12,5804000000,5188000000.0,5804000000,15698135173.0,5.0,3.894,2747000000.0,14.116,1.0,3839000000.0,0.44,2089000000,97000000.0,10851000000,10930250000.0,319000000,72000000,0.0,72000000.0,5017000000,622000000.0,4395000000.0,15673135173.0,849000000.0,2000000.0,-969000000.0,0.0,-317000000.0,-1935000000.0,-446000000.0,0.0,3234000000.0,-4000000.0,2385000000.0,2385000000.0,2385000000.0,0.0,418000000.0,0.274,382000000.0,3457000000.0,451000000,0.132,2.7,6.572,6.702,6496000000,0.0,81.23,1.798,1.814,388000000,4797000000.0,8716000000.0,8716000000.0,0.0,0.178,0.46,0.291,0.365,38000000.0,298000000.0,1.0,192947620,194600000,195000000.0,44.789,11448000000,81000000,703000000.0,957000000,58.828,3450000000.0,0.20634033741833535,0.019697156223070295,0.3703151881187441,0.14920595838975745,0.17498893784050867,0.17377816077803765,1.5533969592907102
